yr,blk,ag01,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12
"23","G","100004",0,0,0,0,0,0,-38402,0,0,0,0,0
"23","G","100005",0,0,0,0,0,0,291764,0,0,50735,0,0
"23","G","100006",0,0,0,0,0,0,0,0,0,5620,0,0
"23","G","100007",0,0,0,0,0,0,0,0,0,9783,0,0
"23","G","100011",0,22440,0,0,0,0,67548,0,0,0,0,0
"23","G","100013",0,30205364,0,51453,24907154,0,0,0,0,94370,24907154,0
"23","G","100014",0,205432,0,0,0,0,0,0,0,0,0,0
"23","G","100016",0,0,0,0,0,0,0,0,0,4304,0,0
"23","G","100020",0,8012689,0,0,0,0,0,0,0,3850,0,0
"23","G","100021",0,0,0,0,0,0,-6032911,0,0,0,0,0
"23","G","100022",0,64364393,0,0,0,0,0,0,0,0,0,0
"23","G","100025",0,632771,0,0,0,0,-4737472,0,0,0,0,0
"23","G","100026",0,0,0,0,0,0,0,0,0,5200,0,0
"23","G","100028",0,5959966,0,15145986,35182748,0,0,0,0,385660,567207956,0
"23","G","100030",0,5030425,0,18131761,1252393,0,0,0,0,655068,15654911,2592036
"23","G","100031",0,5360751,0,0,0,0,0,0,0,71003,0,0
"23","G","100032",0,1958617,0,50000,0,0,0,0,0,40400,0,0
"23","G","100033",0,13659,0,0,0,0,0,0,0,3847,0,0
"23","G","100034",0,0,0,0,0,0,0,0,0,8977,0,0
"23","G","100035",0,44860720,0,0,0,0,0,0,0,384840,0,0
"23","G","100036",0,45073,0,0,0,0,0,0,0,0,0,0
"23","G","100041",0,92555380,0,275678555,13893305,0,0,0,0,792659,72236743,0
"23","G","100042",1828253,252645,0,0,0,0,0,0,0,1324075,0,0
"23","G","100043",592678,0,0,0,865511,0,0,0,0,89810,2191640,0
"23","G","100044",2091477,0,0,0,0,0,0,0,0,0,0,0
"23","G","100045",910611,1330838,0,0,0,0,0,0,0,103278,0,0
"23","G","100046",188431,190335,0,0,0,0,0,0,0,0,0,0
"23","G","100047",0,27225,0,0,0,0,0,0,0,0,0,0
"23","G","100048",0,78881,0,0,0,0,0,0,0,0,0,0
"23","G","100049",0,0,0,0,0,0,0,0,0,10467,0,0
"23","G","100050",0,0,0,0,0,0,0,0,0,34502,0,0
"23","G","100051",0,19711959,0,0,0,0,0,0,0,1619,0,0
"23","G","100052",0,0,0,0,0,9600,0,0,0,0,0,0
"23","G","100053",14080000,38215000,0,0,24470000,0,0,600000,0,7969000,636234000,0
"23","G","100054",0,4136000,0,0,78427000,0,0,0,0,9675000,913644000,0
"23","G","100055",0,10592183,0,0,0,0,0,0,0,333828,0,0
"23","G","100056",0,0,0,0,0,0,729329,0,0,0,0,0
"23","G","100058",0,0,0,0,0,0,249004,0,0,0,0,0
"23","G","100060",0,92241000,0,0,0,0,0,0,0,0,0,0
"23","G","100062",0,184828,0,0,0,0,0,0,0,0,0,0
"23","G","100063",0,606341,0,0,0,0,0,0,0,42830,0,0
"23","G","100064",0,273937,0,0,0,0,0,0,0,31479,0,0
"23","G","100065",0,50636865,0,0,0,0,89048498,0,0,76473428,0,0
"23","G","100067",0,3245871,0,647707,0,120000,0,0,0,867591,0,0
"23","G","100068",0,13207,0,759160,0,0,-47277422,0,0,0,0,0
"23","G","100069",0,0,0,0,0,0,177000,0,0,0,0,0
"23","G","100071",0,2578789,0,0,0,0,0,600000,0,9593923,0,0
"23","G","100073",0,0,0,0,0,0,50900,0,0,0,0,0
"23","G","100074",0,3269929,0,0,0,0,0,0,0,0,10333645,0
"23","G","100075",0,1216871,0,0,0,0,0,0,0,153954,0,0
"23","G","100078",0,413,0,0,0,0,5246435,0,0,0,0,0
"23","G","100079",0,221780890,0,0,0,0,14988137,0,0,1002898,0,0
"23","G","100080",0,2028496,0,0,0,0,1604840,0,0,0,0,0
"23","G","100081",0,323937000,0,262901000,2522000,0,2515000,0,0,22061000,937583000,0
"23","G","100082",0,5828834,0,0,0,0,0,0,0,0,0,0
"23","G","100083",0,0,0,0,0,0,-1057369,0,0,2557,0,0
"23","G","100084",0,0,0,0,0,48000,0,0,0,23709,0,0
"23","G","100085",0,0,0,0,0,0,385147,0,0,30000,0,0
"23","G","100086",0,54000,0,0,0,0,0,0,0,8333,0,0
"23","G","100087",0,959717,0,0,82807,0,0,0,0,753146,2152989,0
"23","G","100088",0,65781,0,0,0,0,0,0,0,0,0,0
"23","G","100091",0,2000,0,0,0,0,-544148,0,0,0,0,0
"23","G","100092",0,356053369,0,0,4277,0,256749220,0,0,45396331,71280,0
"23","G","100093",0,34529418,0,0,0,0,3511430,0,0,275190,0,0
"23","G","100094",0,0,0,0,0,0,23738,0,0,0,0,0
"23","G","100095",0,793895,0,0,0,0,-33684,0,0,0,0,0
"23","G","100096",0,19500,0,0,0,0,-1786416,0,0,0,0,0
"23","G","100097",0,0,0,0,0,0,9804000,0,0,0,0,0
"23","G","100100",0,0,0,0,0,0,0,0,0,813,0,0
"23","G","100101",132119,0,0,0,0,0,697658,0,0,0,0,0
"23","G","100102",0,0,0,0,174000,0,-6000,0,0,21200,361000,0
"23","G","100103",427140,94865,0,0,0,0,0,0,0,111,0,0
"23","G","100104",0,3006179,0,0,0,0,0,0,0,482620,0,0
"23","G","100105",0,0,0,0,0,0,223939,0,0,7439,0,0
"23","G","100106",0,397,0,0,0,0,0,0,0,0,0,0
"23","G","100107",0,0,0,0,481617,0,0,0,0,0,2731948,0
"23","G","100108",0,203148,0,0,622370,0,-1342671,0,0,71203,4082996,0
"23","G","100110",0,0,0,0,0,0,14600,0,0,0,0,0
"23","G","100111",0,30569,0,0,0,0,2073244,0,0,232160,0,0
"23","G","100112",0,629213,0,0,0,0,-1236911,0,0,14899,0,0
"23","G","100113",0,14667,0,0,0,0,14297,0,0,0,0,0
"23","G","100114",0,616976,0,0,0,0,0,0,0,0,0,0
"23","G","100118",0,128048,0,0,0,0,0,0,0,0,0,0
"23","G","100119",0,0,0,0,0,0,114000,0,0,52000,0,0
"23","G","100121",822000,0,0,0,0,0,0,0,0,0,0,0
"23","G","100123",0,1025086,0,0,0,0,0,0,0,7496,0,0
"23","G","100125",0,1511925,0,0,0,0,0,0,0,58806,0,0
"23","G","100126",0,0,0,0,0,0,2188503,0,0,56029,0,0
"23","G","100127",0,46634,0,0,0,0,1153125,0,0,0,0,0
"23","G","100128",0,408700,0,0,0,0,0,0,0,0,0,0
"23","G","100129",0,244387,0,0,0,0,0,0,0,326,0,0
"23","G","100133",0,37122417,0,0,0,0,-373860,0,0,918531,0,0
"23","G","100134",0,1159300,0,30200,0,0,-132900,0,0,250500,0,0
"23","G","100136",0,32220910,0,0,0,0,0,0,0,30080,0,0
"23","G","100137",8100000,0,0,0,0,0,0,0,0,0,0,0
"23","G","100138",0,1270951,0,0,15870,0,1019375,0,0,0,317270,0
"23","G","100141",0,1686342,0,0,0,0,-600750,0,0,0,0,0
"23","G","100142",13999000,1000,0,0,0,0,0,0,0,98000,0,0
"23","G","100143",0,695,0,0,0,0,0,0,0,2014,0,0
"23","G","100144",7420365,0,0,0,0,0,0,0,0,0,0,0
"23","G","100145",0,0,0,10353998,0,0,3350130,0,0,0,0,0
"23","G","100146",59414461,5891964,0,0,0,0,-19286,0,0,15067406,0,0
"23","G","100147",0,2825509,0,0,0,0,-7746609,0,0,85990,0,0
"23","G","100151",0,73049440,0,0,0,0,403299,0,0,28895,0,0
"23","G","100152",0,32262024,0,0,0,0,73290061,0,0,99286,0,0
"23","G","100153",0,0,0,7916776,0,0,-12008890,0,0,0,0,0
"23","G","100154",0,24740168,0,0,0,0,-9096185,0,0,0,0,0
"23","G","100155",281101296,20115654,0,88047812,0,3112008,-67264192,0,0,5314603,0,0
"23","G","100156",0,16870000,0,0,0,0,56951000,0,0,2016000,0,0
"23","G","100157",0,27261156,0,0,0,0,12476611,0,0,6441,0,0
"23","G","100158",0,61803223,0,0,0,0,33643958,0,0,0,0,0
"23","G","100159",0,15221910,0,0,0,0,-8969070,282480,0,9834330,0,0
"23","G","100160",0,6520438,0,0,0,0,-9595305,117000,0,2870954,0,0
"23","G","100161",321152,39554889,0,0,0,0,0,0,0,210854,0,0
"23","G","100162",0,14239999,0,0,0,0,1918372,0,0,7125,0,0
"23","G","100163",0,48471346,0,4028285,0,0,70619006,0,0,0,0,0
"23","G","100164",0,0,0,0,0,0,28782955,0,0,0,0,0
"23","G","100165",0,6727556,0,0,0,0,0,0,0,43419,0,0
"23","G","100166",0,52873531,0,0,0,0,-175933669,0,0,0,0,0
"23","G","100167",0,42172828,0,0,0,0,0,0,0,120371,0,0
"23","G","100168",243061441,25698000,0,0,0,0,-2817899,0,0,162162,839085,0
"23","G","100169",0,85144605,0,0,0,0,12850858,0,0,21301,0,0
"23","G","100170",0,107603970,0,134067655,0,0,-7548305,0,0,0,0,0
"23","G","100171",0,294397,0,25520,0,0,-173577,0,0,0,0,0
"23","G","100172",0,91921129,0,0,182346,0,-20851625,0,0,31449,9617691,0
"23","G","100173",0,3540288,0,0,846836,0,0,0,0,74663,7056951,0
"23","G","100174",0,16819769,0,0,0,0,-37079222,0,0,4469481,0,0
"23","G","100175",0,2115380,0,0,0,0,14436005,0,0,77030,0,0
"23","G","100176",0,10203059,0,0,0,0,-4719635,0,0,99088,0,0
"23","G","100177",0,209965103,0,0,0,0,-4561980,0,0,0,0,0
"23","G","100178",0,51818722,0,0,0,0,6363998,0,0,57858,0,0
"23","G","100179",0,38362414,0,0,0,0,0,0,0,0,0,0
"23","G","100180",0,4050,0,0,0,0,0,0,0,0,0,0
"23","G","100181",0,64,0,722100,0,0,-1396470,0,0,0,0,0
"23","G","100182",0,16745340,0,0,0,0,-8430160,0,0,4614640,0,410610
"23","G","100183",0,32114112,0,0,0,0,2500189,0,0,55026,0,0
"23","G","100184",0,193727467,0,0,0,0,-14672754,0,0,0,0,0
"23","G","100185",0,5979043,0,0,0,0,-7158961,0,0,0,0,0
"23","G","100186",0,1444800,0,0,0,0,-674900,0,0,0,0,0
"23","G","100187",0,2386890,0,0,0,0,0,0,0,1120,0,0
"23","G","100188",0,254181593,0,54333245,0,0,6459523,0,0,230192,0,0
"23","G","100189",0,3550,0,0,0,0,0,0,0,8006,0,0
"23","G","100190",0,1200,0,0,296279,0,0,0,0,593437,846700,0
"23","G","100192",0,0,0,8097435,0,0,-18195933,0,0,0,0,0
"23","G","100193",0,35811825,0,3900000,867623,0,-84458793,0,0,505174,43690530,0
"23","G","100194",0,770415,0,0,654613,0,1553054,0,0,6743,13746863,0
"23","G","100195",0,348086225,0,0,0,0,0,0,0,0,0,0
"23","G","100196",0,233256800,0,9610000,1582000,0,23400000,0,0,1140000,13522000,0
"23","G","100197",0,0,0,0,0,0,23368661,0,0,0,0,0
"23","G","100198",0,0,0,77756951,0,0,-18289451,0,0,0,0,0
"23","G","100199",0,15063441,0,0,910537,0,2827590,0,0,1244177,6908141,0
"23","G","100200",1737244,8236205,0,0,3315,0,-5005562,0,0,68651,41265,0
"23","G","100201",0,0,0,0,0,0,0,0,0,9254,0,0
"23","G","100202",0,7970000,0,0,0,0,6180000,0,0,170000,0,0
"23","G","100203",2340400,1094224,0,0,0,0,916821,0,0,0,0,0
"23","G","100204",59765588,98189464,0,0,1347008,0,-4951095,0,0,1206840,26940161,0
"23","G","100206",0,1307643,0,0,0,0,0,0,0,0,0,0
"23","G","100207",27326831,7111366,0,0,0,0,0,0,0,633454,0,1114039
"23","G","100208",178139750,23131551,0,0,0,0,0,0,0,20321,0,0
"23","G","100209",0,0,0,0,0,0,13220519,0,0,52304,0,0
"23","G","100210",0,19332354,0,0,0,867004,0,0,0,924798,0,0
"23","G","100211",0,173090,0,0,0,0,0,0,0,212622,0,0
"23","G","100213",0,65746,0,0,0,0,0,0,0,68722,0,0
"23","G","100214",0,5429,0,0,0,0,0,0,0,492421,0,0
"23","G","100216",0,5136406,0,0,0,0,789832,0,0,476764,0,0
"23","G","100217",0,9034737,0,0,0,0,91885,0,0,226985,0,0
"23","G","100218",160984,41184668,0,5053886,178650,0,-3134258,0,0,0,3156161,0
"23","G","100219",976620,13139803,0,0,81288,0,2873306,0,0,36874,1706964,0
"23","G","100220",0,14155893,0,0,0,0,-1002613,0,0,372864,0,0
"23","G","100221",0,6918169,0,0,0,0,13716951,0,0,86373,0,0
"23","G","100222",0,19515,0,0,0,0,0,0,0,0,0,0
"23","G","100223",0,662535,0,0,3642268,0,-4799752,0,0,64159,80939388,0
"23","G","100224",0,142513941,0,0,0,0,-13170514,0,0,76075,0,0
"23","G","100225",31637203,51717094,0,0,0,0,29457657,0,0,6414990,0,0
"23","G","100227",0,32527303,0,0,0,0,1356900,0,0,134737,0,0
"23","G","100228",0,17324458,0,0,0,0,0,0,0,74082,0,0
"23","G","100230",0,1180,0,0,0,0,0,0,0,52523,0,0
"23","G","100231",0,23714,0,0,4093202,0,3220200,0,0,0,7991490,0
"23","G","100232",0,6358,0,0,0,0,0,0,0,0,0,0
"23","G","100233",0,541176946,0,0,0,0,0,0,0,20044,0,0
"23","G","100234",0,4078210,0,0,0,0,0,0,0,0,0,0
"23","G","100235",0,0,0,0,0,0,2769402,0,0,0,0,0
"23","G","100237",0,237417,0,0,0,0,0,0,0,0,0,0
"23","G","100238",0,790753,0,0,0,0,0,0,0,0,0,0
"23","G","100242",0,42238,0,0,0,0,0,0,0,4860,0,0
"23","G","100244",0,26782000,0,0,0,0,5580000,0,0,0,0,0
"23","G","100245",0,12145541,0,0,0,0,0,0,0,0,0,0
"23","G","100246",0,76005236,0,0,0,0,-1637455,0,0,0,0,0
"23","G","100247",0,8348000,0,0,0,0,0,0,0,0,0,0
"23","G","100248",0,2938498,0,0,0,0,0,0,0,1517565,0,0
"23","G","100249",56326886,0,0,0,0,0,-9863280,0,0,291290,0,0
"23","G","100250",0,53327401,0,0,0,0,27963290,0,0,14812750,0,669893
"23","G","100251",0,53689586,0,0,0,0,1016229,0,0,4459646,0,0
"23","G","100252",0,15368759,0,0,0,0,0,0,0,0,0,0
"23","G","100253",0,30000,0,12683000,0,0,205756145,0,0,1706000,0,7000000
"23","G","100255",0,76901,0,619000,0,0,-729370,0,0,4888,0,0
"23","G","100256",0,18914240,0,0,0,0,0,0,0,0,0,0
"23","G","100258",0,170136,0,0,0,0,418461,0,0,0,0,0
"23","G","100259",0,0,0,0,0,0,-58509,0,0,0,0,0
"23","G","100260",0,305500,0,0,0,0,0,0,0,0,0,0
"23","G","100261",0,0,0,0,0,0,193658,0,0,0,0,0
"23","G","100262",0,0,0,2726968,0,0,0,0,0,0,0,0
"23","G","100263",0,47634754,0,6622668,0,0,0,0,0,10701669,0,0
"23","G","100264",0,1231991,0,0,0,0,0,0,0,145192,0,0
"23","G","100265",0,30790987,0,0,0,0,0,0,0,914241,0,0
"23","G","100266",0,8716100,0,0,0,0,0,0,0,44400,0,0
"23","G","100267",0,25870500,0,0,0,0,0,0,0,67400,0,0
"23","G","100268",0,1531939,0,0,0,0,0,0,0,416847,0,0
"23","G","100269",0,18515638,0,0,0,0,0,0,0,90334,0,0
"23","G","100270",0,399995,0,0,-1578238,14427,0,0,0,79089,1866031,0
"23","G","100271",0,14386020,0,0,0,0,0,0,0,1611524,0,0
"23","G","100272",0,10780220,0,0,0,0,0,0,0,968057,0,0
"23","G","100273",0,970456,0,0,0,0,0,0,0,1480640,0,0
"23","G","100274",0,25560370,0,0,0,0,0,0,0,0,0,0
"23","G","100275",0,1974150,0,0,0,0,0,0,0,28739,0,0
"23","G","100276",0,25980035,0,0,0,0,-605000,198000,0,684059,0,0
"23","G","100277",0,0,0,0,0,0,-6602100,0,0,5449203,0,0
"23","G","100278",0,0,0,0,0,0,9877469,0,0,19795,0,0
"23","G","100279",324701916,239805199,0,0,-84277795,9089750,83127470,0,0,3290738,468407238,0
"23","G","100282",0,194299,0,0,0,0,1754142,0,0,387543,0,0
"23","G","100283",0,2656283,0,0,0,0,52155,0,0,30396,0,0
"23","G","100284",0,21413060,0,0,0,0,-1429821,0,0,133163,46714508,0
"23","G","100286",0,5077672,0,0,0,0,0,0,0,243067,0,0
"23","G","100288",0,7429000,0,0,0,0,-2536000,0,0,434000,0,0
"23","G","100289",0,10087237,0,0,0,0,7978400,0,0,2446054,0,0
"23","G","100290",0,15567074,0,0,0,0,0,0,0,0,0,0
"23","G","100291",0,0,0,0,0,0,-5145542,0,0,168219,0,0
"23","G","100293",0,8224000,0,0,0,0,0,0,0,17000,0,1857000
"23","G","100294",0,3638683,0,0,0,0,-86316,0,0,13991,0,0
"23","G","100296",0,328000,0,0,0,0,0,0,0,0,0,0
"23","G","100297",0,342698,0,0,0,0,6675529,0,0,0,0,0
"23","G","100298",5226795,10874037,0,0,0,0,3046299,0,0,196887,0,0
"23","G","100300",0,641,0,0,0,0,0,0,0,6034717,0,0
"23","G","100301",5800000,20200000,0,0,0,0,-33900000,0,0,400000,0,0
"23","G","100302",0,6020835,0,0,0,0,9325160,0,0,482699,0,0
"23","G","100306",0,243568,0,0,0,0,-40759,0,0,0,0,0
"23","G","100307",0,0,0,0,0,0,0,0,0,4659,0,0
"23","G","100309",9836964,0,0,0,0,0,0,0,0,0,0,0
"23","G","100310",0,0,0,0,0,0,-624499,0,0,0,0,0
"23","G","100311",0,1634865,0,0,0,0,-1474252,0,0,1065359,0,0
"23","G","100313",0,60971,0,0,0,0,0,0,0,0,0,0
"23","G","100314",0,3871040,0,0,0,0,0,0,0,862008,0,0
"23","G","100316",0,6171288,0,0,0,0,44933070,0,0,640702,0,0
"23","G","100317",0,446494,0,6466268,0,0,5226977,0,0,494870,0,0
"23","G","100319",0,1647638,0,0,0,0,-383923,0,0,14561,0,0
"23","G","100320",0,7400023,0,0,0,0,-67196,0,0,3404,0,0
"23","G","100322",0,0,0,0,0,0,-123504,0,0,1584,0,0
"23","G","100323",0,0,0,0,0,0,1616506,0,0,0,0,0
"23","G","100324",0,0,0,0,0,0,155330,0,0,0,0,0
"23","G","100326",0,19810,0,0,0,0,0,0,0,21530,0,0
"23","G","100327",0,420840,0,0,0,0,0,0,0,146,0,0
"23","G","100328",0,0,0,0,0,0,0,0,0,122901,0,0
"23","G","100329",0,15753347,0,0,0,0,0,0,0,537302,0,0
"23","G","100333",0,98249,0,0,0,0,0,0,0,0,0,0
"23","G","100334",0,3471969,0,0,0,0,-18634289,0,0,374,0,0
"23","G","100335",0,664321,0,0,0,0,0,0,0,0,0,0
"23","G","100336",0,2029675,0,0,0,0,0,0,0,205120,0,0
"23","G","100337",0,18330869,0,0,12532046,203280,0,0,0,523858,438976739,0
"23","G","100338",0,0,0,0,0,0,-5295302,0,0,47812,0,0
"23","G","100339",0,907673,0,0,0,0,-875016,0,0,0,0,0
"23","G","100341",0,1621197,0,0,0,0,42445,0,0,0,0,0
"23","G","100342",0,0,0,0,0,0,730000,0,0,0,0,0
"23","G","100343",0,1140345,0,0,0,0,0,0,0,12115,0,0
"23","G","100344",0,0,0,0,0,0,-22588,0,0,0,0,0
"23","G","100345",0,98787,0,0,0,0,0,0,0,0,0,0
"23","G","100346",0,5836813,0,0,0,0,170375,0,0,0,0,0
"23","G","100347",0,1084719,0,0,0,0,166869,0,0,0,0,0
"23","G","100348",0,0,0,0,0,0,0,0,0,11020,0,0
"23","G","100349",0,0,0,0,0,0,0,0,0,50829,0,0
"23","G","100350",0,0,0,0,0,0,47520,0,0,0,0,0
"23","G","100351",0,0,0,0,0,0,22506,0,0,0,0,0
"23","G","100353",0,4145000,0,74440143,0,0,75000,0,0,16155000,0,0
"23","G","100354",0,138666,0,0,0,0,2534311,0,0,244320,0,0
"23","G","100355",0,623965,0,0,2246442,0,2143729,0,0,0,40671034,0
"23","G","100356",0,35722,0,0,0,0,5014140,1050751,0,0,0,0
"23","G","100357",1200000,5768837,0,0,8731612,0,0,0,0,94856,103458785,0
"23","G","100359",0,0,0,0,0,0,-382458,0,0,0,0,0
"23","G","100360",0,0,0,0,0,0,0,0,0,654,0,0
"23","G","100362",5864565,122564,0,0,0,0,0,0,0,1024,0,0
"23","G","100363",0,3315696,0,317139409,0,0,0,0,0,0,0,0
"23","G","100364",0,0,0,0,0,0,0,0,0,12243,0,0
"23","G","100365",0,1484800,0,0,0,0,0,0,0,0,0,0
"23","G","100366",465707000,4584548,0,0,0,0,0,1603804,0,139658,0,0
"23","G","100368",0,38151166,0,0,13812494,0,0,0,0,0,57997546,0
"23","G","100370",177600000,54500000,0,0,0,0,0,0,0,4900000,0,0
"23","G","100371",43315068,71334608,0,0,0,0,0,820947,0,122092,0,0
"23","G","100372",19214115,159894,0,0,0,0,0,0,0,0,0,0
"23","G","100374",144140572,0,0,0,0,0,0,0,0,0,0,0
"23","G","100375",365071000,16906000,0,0,0,0,0,0,0,0,0,0
"23","G","100376",101842220,0,0,0,0,0,0,0,0,2055,0,0
"23","G","100377",526023104,388751404,0,0,0,0,-115680,0,0,4414806,0,0
"23","G","100381",255842011,39760109,0,0,241527769,0,0,0,0,2852194,262042200,0
"23","G","100383",164913523,24900679,0,2978767,2035666,0,0,0,0,176287,382744975,0
"23","G","100384",9540,56812596,0,0,11119050,311600,0,0,0,711686,26365725,0
"23","G","100385",0,113512337,0,0,0,0,0,0,0,1073626,0,0
"23","G","100386",21935274,0,0,0,103000,0,1953000,0,0,725000,103000,0
"23","G","100387",0,110800,0,0,0,0,-38940000,0,0,31652,0,0
"23","G","100389",0,0,0,0,0,0,0,0,0,1072693,66000,0
"23","G","100390",0,56000000,0,1700000,0,0,0,0,0,104900000,0,0
"23","G","100391",0,1655421,0,28959620,2760,0,0,0,0,2606690,2760,0
"23","G","100392",0,309100000,0,0,0,100000,0,0,0,91600000,0,0
"23","G","100393",0,2303000,0,0,0,0,0,0,0,2182000,0,0
"23","G","100395",0,112300000,0,0,0,0,0,0,0,58900000,0,0
"23","G","100396",0,56234260,0,17495871,12010376,0,0,0,0,155950956,12010376,0
"23","G","100397",0,45086000,0,0,0,0,0,0,0,16878000,0,0
"23","G","100398",0,0,0,0,0,0,0,0,0,104934,0,0
"23","G","100400",0,194000,0,0,0,0,0,0,0,30811000,0,0
"23","G","100401",0,180000,0,0,25973000,0,0,0,0,115191000,587540000,0
"23","G","100402",0,0,0,0,0,0,0,0,0,1026400,0,0
"23","G","100403",0,1168408,0,0,0,0,0,69195,0,7597688,0,0
"23","G","100404",0,880915,0,94311,0,0,-531258,0,0,433883,0,0
"23","G","100405",54572073,785177,0,0,0,0,603180,0,0,110026,0,0
"23","G","100406",0,5334316,0,0,0,80000,0,0,0,0,0,0
"23","G","100407",0,10800000,0,0,0,0,0,0,0,200000,0,0
"23","G","100408",0,95763,0,0,0,0,418848,0,0,0,0,0
"23","G","100409",0,8000,0,0,0,0,-1720000,0,0,24000,0,0
"23","G","100411",0,36609000,0,0,1012520000,0,0,0,0,17299000,2308704000,0
"23","G","100412",0,297697,0,0,223193883,0,0,0,0,0,424324376,0
"23","G","100414",0,90780,0,0,0,0,0,0,0,90511,0,0
"23","G","100415",0,5745937,0,0,165739329,0,0,0,0,507858,456959950,0
"23","G","100416",0,154836,0,0,0,0,0,0,0,8609648,0,0
"23","G","100417",0,4082822,0,0,0,0,0,0,0,339100,0,0
"23","G","100418",0,238086,0,0,66313500,0,0,0,0,13302,396533140,0
"23","G","100419",0,326219,0,0,0,0,14899993,0,0,28507,0,0
"23","G","100420",0,0,0,0,0,0,0,0,0,114662,0,0
"23","G","100421",0,21383141,0,68096761,0,0,-2177795,0,0,0,0,0
"23","G","100423",0,18595006,0,0,0,0,-46140005,15000,0,2142205,0,0
"23","G","100425",0,0,0,0,0,0,0,0,0,1063000,0,0
"23","G","100426",0,0,0,0,0,0,0,0,0,242927,0,0
"23","G","100427",7127005,101177,0,0,0,0,0,0,0,28184,0,0
"23","G","100428",0,0,0,0,0,0,0,0,0,20450,0,0
"23","G","100429",0,0,0,0,0,0,0,0,0,66768,0,0
"23","G","100431",0,1360,0,0,0,0,0,0,0,368751,0,0
"23","G","100432",0,0,0,0,0,0,2052286,0,0,751951,0,0
"23","G","100433",0,34155,0,0,0,0,0,0,0,9236,0,0
"23","G","100434",20831872,6144,0,0,0,0,0,0,0,5683,0,0
"23","G","100435",0,186399,0,0,335211,0,6510083,0,0,0,6573678,0
"23","G","100436",34853190,0,0,0,0,0,0,0,0,75767,0,0
"23","G","100437",0,0,0,0,0,0,0,0,0,17102,0,0
"23","G","100438",0,685952,0,0,12200,0,0,0,0,0,12200,0
"23","G","100440",0,2152766,0,0,0,0,-412833,0,0,3495788,0,0
"23","G","100441",0,8976036,0,0,0,0,0,0,0,79852,0,0
"23","G","100443",0,0,0,0,0,0,-830040,0,0,11974666,0,0
"23","G","100444",0,96805,0,170996500,0,0,30378378,0,0,0,0,0
"23","G","100445",1686000,42844,0,0,0,0,0,0,0,130277,0,0
"23","G","100446",0,583588,0,163929000,0,0,10707468,0,0,0,0,0
"23","G","100447",541398464,14268988,0,0,0,0,-2682001,23003925,0,849641,312347358,0
"23","G","100448",109654041,399223,0,0,0,0,0,0,0,11068,0,0
"23","G","100449",0,0,17053829,478235173,0,0,-28420676,0,0,0,0,0
"23","G","100450",0,0,0,5051972,0,0,1025047,0,0,14344,0,0
"23","G","100451",441994514,2000000,0,353800,100136,0,0,0,0,9924746,615361,0
"23","G","100452",0,1373254,0,0,0,0,0,0,0,0,7368000,0
"23","G","100453",602690420,13639517,0,0,12611629,0,-1602134,25000,0,9659354,12611629,0
"23","G","100454",536153303,6109919,0,0,11400921,0,-4659432,0,0,10087355,80217353,0
"23","G","100455",60877783,0,0,0,0,0,0,0,0,0,0,0
"23","G","100456",0,266967,0,0,0,0,14442309,0,0,281508,0,0
"23","G","100457",198191000,643060,0,153776000,13390000,0,1404000,2100000,0,42000,175352000,0
"23","G","100460",0,6050605,0,1198994,0,0,1451491,0,0,1082786,0,0
"23","G","100461",0,205000,0,13000,225478,0,2192000,0,0,21000,744253,0
"23","G","100462",11628102,3215694,0,0,2804665,0,-941749,81070,0,3421128,2804665,0
"23","G","100463",0,2620000,0,0,0,0,-423000,0,0,1401000,0,0
"23","G","100465",0,46929,0,0,0,0,0,0,0,0,0,0
"23","G","100466",29688000,6365000,0,0,0,0,10190000,0,0,3204000,0,0
"23","G","100467",0,58781,0,0,0,0,-1101741,0,0,8360,0,0
"23","G","100468",0,23481,0,0,0,0,0,0,0,2581,0,0
"23","G","100469",0,47700,0,0,0,0,-293800,0,0,436280,0,0
"23","G","100470",0,10468696,0,0,15971098,0,0,3000000,0,51256,758812893,0
"23","G","100471",0,199175,0,0,0,0,0,0,0,113704,0,0
"23","G","100472",0,23229687,0,1579747,-12995309,0,0,0,0,0,23083128,0
"23","G","100473",0,530049,0,0,0,7475158,0,0,0,132486,0,0
"23","G","100474",0,24100,0,0,1956563,20000,0,0,0,42473,9429917,0
"23","G","100477",0,229433981,0,80304000,0,0,30744718,261556,0,14540687,0,0
"23","G","100478",0,42733101,0,6655405,0,0,-18364428,0,0,5772321,0,0
"23","G","100479",4017436,96117571,0,0,458938983,0,-17733395,7733510,0,1180895,1758435995,0
"23","G","100480",0,2373520,0,5064765,0,0,14140470,3938052,0,93101,0,0
"23","G","100481",4417342,11049154,0,0,0,0,1390388,5784303,0,183322,0,0
"23","G","100482",0,25878378,0,0,29904357,0,-1833087,5480013,0,680754,332117968,0
"23","G","100483",0,17804322,0,0,26338229,0,12353344,4591772,0,713020,390195982,0
"23","G","100484",368069000,3138000,0,0,0,0,0,0,0,3688000,0,0
"23","G","100485",0,69314973,0,0,145780475,0,17837360,3005348,0,150171,453236136,0
"23","G","100486",2815832,76546613,0,0,939125,0,15440223,0,0,0,20869455,0
"23","G","100487",0,3581207,0,0,700040,0,-8636099,0,0,913756,6446950,0
"23","G","100488",48600,110056965,0,0,6525816,0,15641596,10211343,0,22756,6525816,0
