yr,blk,ai01,i_i1,i_i3,i_i4,i_i5,i_i6,i_i7
"23","I","133547",7,"9994000",0,0.00,6271896,0.00
"23","I","133548",1,"3211306",27,100.24,10821333,107954.24
"23","I","133548",7,"9994000",0,0.00,10821333,0.00
"23","I","133552",1,"2671099",14,862114.00,45293474,52.54
"23","I","133552",7,"9994000",0,0.00,45293474,0.00
"23","I","133555",1,"3511032",27,241.47,43139355,178653.06
"23","I","133555",2,"3552006",9,222775.00,38985645,175.00
"23","I","133555",3,"3455005",27,29.95,9162565,305928.71
"23","I","133555",7,"9994000",0,0.00,91287565,0.00
"23","I","133562",2,"3552005",9,89481.83,22140489,247.43
"23","I","133562",1,"3551003",9,96743.00,162363573,1678.30
"23","I","133562",6,"9922100",0,0.00,8545938,0.00
"23","I","133562",7,"9994000",0,0.00,193050000,0.00
"23","I","133575",1,"2791103",22,1322.00,3821544,2890.73
"23","I","133575",7,"9994000",0,0.00,3821544,0.00
"23","I","133588",1,"2663008",14,1084455.00,98685219,91.00
"23","I","133588",7,"9994000",0,0.00,98685219,0.00
"23","I","133591",1,"2913004",20,51909.76,6862470,132.20
"23","I","133591",3,"3892302",22,50.71,496958,9800.53
"23","I","133591",2,"4294499",9,3612.00,705803,195.41
"23","I","133591",4,"3699004",22,3.05,21914,7184.92
"23","I","133591",6,"9922100",0,0.00,2405929,0.00
"23","I","133591",7,"9994000",0,0.00,10493074,0.00
"23","I","133596",1,"3699004",22,1999.57,4075760,2038.32
"23","I","133596",7,"9994000",0,0.00,4075760,0.00
"23","I","133605",1,"3269001",15,235566.96,270902,1.15
"23","I","133605",7,"9994000",0,0.00,270902,0.00
"23","I","133631",1,"3626020",14,1385215.00,49711424,35.89
"23","I","133631",7,"9994000",0,0.00,49711424,0.00
"23","I","133632",1,"2791103",22,564.20,1690694,2996.62
"23","I","133632",7,"9994000",0,0.00,1690694,0.00
"23","I","133639",1,"3633005",14,3256567.00,202270108,62.11
"23","I","133639",7,"9994000",0,0.00,202270108,0.00
"23","I","133651",1,"3699004",22,733.00,2567409,3502.60
"23","I","133651",7,"9994000",0,0.00,2567409,0.00
"23","I","133656",1,"3694017",9,3901.56,463985,118.92
"23","I","133656",7,"9994000",0,0.00,463985,0.00
"23","I","133664",1,"2663001",14,1059.00,272592,257.41
"23","I","133664",7,"9994000",0,0.00,272592,0.00
"23","I","133684",1,"2792202",27,39.00,9149050,234591.03
"23","I","133684",7,"9994000",0,0.00,9149050,0.00
"23","I","133702",1,"2671099",14,51645.00,2633928,51.00
"23","I","133702",7,"9994000",0,0.00,2633928,0.00
"23","I","133716",1,"2791103",22,111.05,284486,2561.81
"23","I","133716",7,"9994000",0,0.00,284486,0.00
"23","I","133737",1,"2791103",22,23.04,59026,2561.81
"23","I","133737",7,"9994000",0,0.00,59026,0.00
"23","I","133796",6,"9922100",0,0.00,156730,0.00
"23","I","133796",7,"9994000",0,0.00,156730,0.00
"23","I","133855",1,"2636003",9,8047.00,885137,110.00
"23","I","133855",7,"9994000",0,0.00,885137,0.00
"23","I","133856",1,"2791103",22,47.31,121192,2561.81
"23","I","133856",7,"9994000",0,0.00,121192,0.00
"23","I","133857",1,"3552005",9,156889.11,35436543,225.87
"23","I","133857",7,"9994000",0,0.00,35436543,0.00
"23","I","133859",6,"9922100",0,0.00,382945,0.00
"23","I","133859",7,"9994000",0,0.00,382945,0.00
"23","I","133862",1,"2631004",9,5364.00,11789745,2197.94
"23","I","133862",7,"9994000",0,0.00,11789745,0.00
"23","I","133875",1,"3511056",27,46.62,34980148,750297.05
"23","I","133875",2,"3474006",9,142088.55,50537176,355.67
"23","I","133875",3,"3212928",20,202854.00,18646872,91.92
"23","I","133875",4,"3473099",9,451549.82,93864523,207.87
"23","I","133875",5,"3511071",9,33663.68,27191207,807.73
"23","I","133875",8,"2669010",14,88305.00,8951108,101.37
"23","I","133875",6,"9922100",0,0.00,29727148,0.00
"23","I","133875",7,"9994000",0,0.00,263898182,0.00
"23","I","133876",1,"3812105",15,6120.32,2975334,486.14
"23","I","133876",2,"3892302",22,4.62,45310,9800.53
"23","I","133876",7,"9994000",0,0.00,3020644,0.00
"23","I","133891",6,"9922100",0,0.00,1910974,0.00
"23","I","133891",7,"9994000",0,0.00,1910974,0.00
"23","I","133892",6,"9922100",0,0.00,12120,0.00
"23","I","133892",7,"9994000",0,0.00,12120,0.00
"23","I","133893",1,"2913001",20,4292.41,5183083,1207.50
"23","I","133893",2,"3626045",15,18615.73,1888752,101.46
"23","I","133893",3,"2960000",16,52213.00,7724209,147.94
"23","I","133893",7,"9994000",0,0.00,14796044,0.00
"23","I","133900",1,"4299709",27,4.12,251004,60873.89
"23","I","133900",3,"2912008",20,197.00,50687,257.29
"23","I","133900",4,"2791103",22,110.50,283078,2561.81
"23","I","133900",2,"2960000",16,227.00,58491,257.67
"23","I","133900",7,"9994000",0,0.00,643260,0.00
"23","I","133905",1,"2912001",20,10.81,16200,1497.98
"23","I","133905",2,"2960000",16,8763.49,1306110,149.04
"23","I","133905",7,"9994000",0,0.00,1322310,0.00
"23","I","133907",1,"4299709",27,143.00,5715722,39970.08
"23","I","133907",7,"9994000",0,0.00,5715722,0.00
"23","I","133940",1,"3142099",15,211266.00,76346935,361.38
"23","I","133940",2,"3110005",3,1760.00,41716326,23702.46
"23","I","133940",6,"9922100",0,0.00,8473648,0.00
"23","I","133940",7,"9994000",0,0.00,126536909,0.00
"23","I","133942",1,"3141001",20,99495.00,25264990,253.93
"23","I","133942",7,"9994000",0,0.00,25264990,0.00
"23","I","133954",6,"9922100",0,0.00,175591,0.00
"23","I","133954",7,"9994000",0,0.00,175591,0.00
"23","I","133956",1,"3212902",9,7363.80,1021782,138.76
"23","I","133956",2,"3151001",20,6345.00,4812522,758.47
"23","I","133956",3,"3110099",3,157.38,740358,4704.27
"23","I","133956",6,"9922100",0,0.00,4153398,0.00
"23","I","133956",7,"9994000",0,0.00,10728060,0.00
"23","I","133970",1,"3924099",27,155556.00,2375804811,15272.99
"23","I","133970",7,"9994000",0,0.00,2375804811,0.00
"23","I","133971",1,"3924001",27,22882.00,454181000,19848.83
"23","I","133971",7,"9994000",0,0.00,454181000,0.00
"23","I","133974",1,"3924001",27,32562.00,857930506,26347.60
"23","I","133974",7,"9994000",0,0.00,857930506,0.00
"23","I","133975",1,"3924001",27,11152.88,244848409,21953.83
"23","I","133975",2,"3511021",9,60825.00,3841747,63.16
"23","I","133975",7,"9994000",0,0.00,248690156,0.00
"23","I","133978",2,"3511021",9,233150.19,55573680,238.36
"23","I","133978",1,"3924001",27,65984.92,1333768320,20213.23
"23","I","133978",7,"9994000",0,0.00,1389342000,0.00
"23","I","133979",1,"3924099",27,26919.76,650725282,24172.77
"23","I","133979",6,"9922100",0,0.00,32594346,0.00
"23","I","133979",7,"9994000",0,0.00,683319628,0.00
"23","I","133980",1,"3924001",27,10977.61,254566000,23189.56
"23","I","133980",7,"9994000",0,0.00,254566000,0.00
"23","I","133985",1,"3924001",27,32020.63,564722000,17636.19
"23","I","133985",7,"9994000",0,0.00,564722000,0.00
"23","I","133990",1,"3924001",27,40442.00,512164117,12664.16
"23","I","133990",7,"9994000",0,0.00,512164117,0.00
"23","I","133994",1,"3211306",27,22.33,1543811,69138.43
"23","I","133994",7,"9994000",0,0.00,1543811,0.00
"23","I","134006",1,"3211307",27,1040.84,109658964,105356.22
"23","I","134006",2,"3542000",27,22.32,14328837,641972.98
"23","I","134006",7,"9994000",0,0.00,123987801,0.00
"23","I","134014",1,"3213399",27,42.00,3120060,74287.14
"23","I","134014",7,"9994000",0,0.00,3120060,0.00
"23","I","134029",1,"3511091",27,56.00,12642231,225754.13
"23","I","134029",2,"3513004",9,1797.00,1838578,1023.14
"23","I","134029",3,"4292214",22,301.00,12760058,42392.22
"23","I","134029",4,"3549099",27,43.00,3691447,85847.60
"23","I","134029",6,"9922100",0,0.00,111266,0.00
"23","I","134029",7,"9994000",0,0.00,31043580,0.00
"23","I","134046",1,"3214299",27,30044.00,3259628996,108495.17
"23","I","134046",2,"4153503",27,6322.00,3069996971,485605.34
"23","I","134046",3,"3411067",9,21986010.00,4384931475,199.44
"23","I","134046",6,"9922100",0,0.00,1995622242,0.00
"23","I","134046",7,"9994000",0,0.00,12710179684,0.00
"23","I","134065",1,"3212902",9,138886.50,8648474,62.27
"23","I","134065",7,"9994000",0,0.00,8648474,0.00
"23","I","134079",1,"3213302",27,1264.00,30367762,24025.13
"23","I","134079",7,"9994000",0,0.00,30367762,0.00
"23","I","134081",5,"2322007",27,1102.00,108791337,98721.72
"23","I","134081",1,"3211299",9,129375024.00,9318172831,72.02
"23","I","134081",2,"3480007",27,5491.96,465606161,84779.60
"23","I","134081",3,"1540001",27,10363.36,395684380,38181.09
"23","I","134081",4,"2322099",27,2226.10,183145684,82271.99
"23","I","134081",6,"9922100",0,0.00,29727214,0.00
"23","I","134081",7,"9994000",0,0.00,10501127607,0.00
"23","I","134084",4,"3214999",20,4076274.76,590122297,144.77
"23","I","134084",1,"3212919",27,6860.00,1151263954,167822.73
"23","I","134084",2,"3549001",9,1073214.00,489074023,455.71
"23","I","134084",3,"3214916",9,9157254.00,1316227101,143.74
"23","I","134084",7,"9994000",0,0.00,3546687375,0.00
"23","I","134085",10,"3413929",9,42722.43,6032834,141.21
"23","I","134085",14,"3533403",15,54265.06,153846865,2835.10
"23","I","134085",15,"3170099",15,92.79,12360,133.21
"23","I","134085",16,"3533309",9,972.97,2308613,2372.74
"23","I","134085",18,"4153505",27,0.10,5593,54085.62
"23","I","134085",1,"3549001",9,16360.00,5615515,343.25
"23","I","134085",2,"3529001",9,9427557.00,764060903,81.05
"23","I","134085",3,"4143201",27,228.00,29061834,127464.18
"23","I","134085",4,"2819003",14,301095.00,190741100,633.49
"23","I","134085",5,"3633008",9,1436544.00,513053535,357.14
"23","I","134085",8,"3633010",27,631.53,216236189,342400.50
"23","I","134085",9,"3699011",22,2246.00,112808770,50226.52
"23","I","134085",11,"3526077",9,212373.00,43568751,205.15
"23","I","134085",12,"3692002",14,3996640.00,720039957,180.16
"23","I","134085",13,"3511077",9,74000.00,11638197,157.27
"23","I","134085",17,"4816000",15,7661.00,9893889,1291.46
"23","I","134085",6,"9922100",0,0.00,321989746,0.00
"23","I","134085",7,"9994000",0,0.00,3100914651,0.00
"23","I","134086",1,"3211307",27,3138.09,283900474,90469.19
"23","I","134086",7,"9994000",0,0.00,283900474,0.00
"23","I","134088",1,"3633011",27,87.00,52387332,602153.24
"23","I","134088",2,"2669010",14,674931.00,39820956,59.00
"23","I","134088",3,"3211301",9,140628.00,27844467,198.00
"23","I","134088",4,"3549099",27,52.00,46786636,899743.00
"23","I","134088",7,"9994000",0,0.00,166839391,0.00
"23","I","134093",2,"3212999",27,7509.39,594002198,79101.25
"23","I","134093",3,"2669099",14,132989.46,26137748,196.54
"23","I","134093",1,"3513004",9,2149.00,3110356,1447.35
"23","I","134093",7,"9994000",0,0.00,623250302,0.00
"23","I","134097",1,"3213603",27,1021.25,481439581,471421.87
"23","I","134097",2,"3214912",27,301.40,137813873,457245.76
"23","I","134097",6,"9922100",0,0.00,59876546,0.00
"23","I","134097",7,"9994000",0,0.00,679130000,0.00
"23","I","134100",1,"3215101",27,369.94,58811952,158977.00
"23","I","134100",7,"9994000",0,0.00,58811952,0.00
"23","I","134104",4,"3170099",15,12656.31,1685947,133.21
"23","I","134104",1,"3212203",27,35029.00,2609995167,74509.55
"23","I","134104",2,"2711001",9,3294.00,35594563,10805.88
"23","I","134104",3,"3549005",9,2502.00,886987,354.51
"23","I","134104",6,"9922100",0,0.00,173955,0.00
"23","I","134104",7,"9994000",0,0.00,2648336619,0.00
"23","I","134107",1,"3212199",9,1416673.54,85113746,60.08
"23","I","134107",7,"9994000",0,0.00,85113746,0.00
"23","I","134116",1,"3212203",27,8860.16,549494602,62018.59
"23","I","134116",7,"9994000",0,0.00,549494602,0.00
"23","I","134129",1,"3212101",9,312358.00,13004448,41.63
"23","I","134129",7,"9994000",0,0.00,13004448,0.00
"23","I","134133",1,"3212203",27,969.00,60580868,62518.96
"23","I","134133",7,"9994000",0,0.00,60580868,0.00
"23","I","134136",1,"3212203",27,5480.80,348233139,63536.92
"23","I","134136",7,"9994000",0,0.00,348233139,0.00
"23","I","134137",2,"3214902",14,48599.52,11761084,242.00
"23","I","134137",1,"3692099",14,849017.00,157635444,185.67
"23","I","134137",3,"4153199",27,48.63,11793073,242506.13
"23","I","134137",4,"3549099",27,48.00,11761084,245022.58
"23","I","134137",5,"3511030",27,49.00,11593015,236592.14
"23","I","134137",6,"9922100",0,0.00,12006328,0.00
"23","I","134137",7,"9994000",0,0.00,216550028,0.00
"23","I","134138",1,"3212203",27,3678.98,277548259,75441.63
"23","I","134138",7,"9994000",0,0.00,277548259,0.00
"23","I","134139",1,"3212199",9,1524679.00,109318813,71.70
"23","I","134139",6,"9922100",0,0.00,676299,0.00
"23","I","134139",7,"9994000",0,0.00,109995112,0.00
"23","I","134140",1,"3212924",27,3796.20,164265192,43270.95
"23","I","134140",7,"9994000",0,0.00,164265192,0.00
"23","I","134146",1,"3212202",27,1909.85,85047223,44530.84
"23","I","134146",7,"9994000",0,0.00,85047223,0.00
"23","I","134170",1,"1611001",27,16.00,3223300,201456.25
"23","I","134170",7,"9994000",0,0.00,3223300,0.00
"23","I","134177",1,"3212199",9,555000.00,21592597,38.91
"23","I","134177",7,"9994000",0,0.00,21592597,0.00
"23","I","134182",1,"3219199",27,940.62,114779982,122025.88
"23","I","134182",2,"3270003",22,2309.00,13785874,5970.50
"23","I","134182",7,"9994000",0,0.00,128565856,0.00
"23","I","134189",2,"3633023",9,35.99,1982050,55072.33
"23","I","134189",1,"3511021",9,68077.00,15160671,222.70
"23","I","134189",6,"9922100",0,0.00,1643448,0.00
"23","I","134189",7,"9994000",0,0.00,18786169,0.00
"23","I","134192",1,"3891299",22,372047.44,3921380,10.54
"23","I","134192",7,"9994000",0,0.00,3921380,0.00
"23","I","134193",3,"3549099",27,0.04,10337,242151.46
"23","I","134193",1,"3212203",27,695.00,50115341,72108.40
"23","I","134193",7,"9994000",0,0.00,50125678,0.00
"23","I","134198",1,"3212203",27,661.86,55958152,84546.81
"23","I","134198",7,"9994000",0,0.00,55958152,0.00
"23","I","134255",1,"3338007",12,131348142.00,9128461637,69.50
"23","I","134255",2,"3543001",9,4994.00,2137204,427.95
"23","I","134255",6,"9922100",0,0.00,7196936,0.00
"23","I","134255",7,"9994000",0,0.00,9137795777,0.00
"23","I","134256",1,"1639001",27,11888414.07,733110441519,61665.96
"23","I","134256",7,"9994000",0,0.00,733110441519,0.00
"23","I","134257",1,"1639001",27,6098960.00,360184457710,59056.70
"23","I","134257",2,"3543001",9,1636581.00,302194733,184.65
"23","I","134257",7,"9994000",0,0.00,360486652443,0.00
"23","I","134258",6,"9922100",0,0.00,313153479,0.00
"23","I","134258",7,"9994000",0,0.00,313153479,0.00
"23","I","134259",1,"3341004",9,0.22,10,45.45
"23","I","134259",7,"9994000",0,0.00,10,0.00
"23","I","134260",1,"3338007",12,37150450.00,3285516317,88.44
"23","I","134260",2,"3543001",9,2795730.00,372001109,133.06
"23","I","134260",7,"9994000",0,0.00,3657517426,0.00
"23","I","134262",1,"3338007",12,45281360.00,4290034311,94.74
"23","I","134262",2,"3543001",9,3671554.00,1125565799,306.56
"23","I","134262",7,"9994000",0,0.00,5415600110,0.00
"23","I","134264",1,"3338007",12,1267333.34,77649514,61.27
"23","I","134264",7,"9994000",0,0.00,77649514,0.00
"23","I","134267",1,"3338007",12,199667375.00,15368397859,76.97
"23","I","134267",2,"3543001",9,1874131.00,327374895,174.68
"23","I","134267",7,"9994000",0,0.00,15695772754,0.00
"23","I","134272",1,"3338007",12,11908875.00,964087782,80.96
"23","I","134272",7,"9994000",0,0.00,964087782,0.00
"23","I","134274",1,"1201000",27,2898.00,395716873,136548.27
"23","I","134274",7,"9994000",0,0.00,395716873,0.00
"23","I","134282",1,"3338007",12,66087385.00,6250337792,94.58
"23","I","134282",2,"3543001",9,22644.00,22942759,1013.19
"23","I","134282",3,"3461100",27,4590.11,323843287,70552.40
"23","I","134282",7,"9994000",0,0.00,6597123838,0.00
"23","I","134284",1,"3425010",9,276703.26,350646669,1267.23
"23","I","134284",2,"3411007",27,0.21,19171,91290.48
"23","I","134284",7,"9994000",0,0.00,350665840,0.00
"23","I","134285",1,"3338007",12,4211036.00,332671840,79.00
"23","I","134285",7,"9994000",0,0.00,332671840,0.00
"23","I","134287",1,"3338007",12,7589571.16,661431120,87.15
"23","I","134287",2,"3543001",9,65937.78,19285485,292.48
"23","I","134287",7,"9994000",0,0.00,680716605,0.00
"23","I","134303",1,"3338007",12,38151325.35,3411110000,89.41
"23","I","134303",2,"3543001",9,7416247.31,2579000000,347.75
"23","I","134303",6,"9922100",0,0.00,30000,0.00
"23","I","134303",7,"9994000",0,0.00,5990140000,0.00
"23","I","134306",1,"3532302",27,6212.97,641421000,103239.03
"23","I","134306",7,"9994000",0,0.00,641421000,0.00
"23","I","134308",1,"3425010",9,300775.58,381151834,1267.23
"23","I","134308",2,"3549099",27,374.38,90655645,242151.46
"23","I","134308",4,"3532302",27,44.24,15254362,344782.64
"23","I","134308",3,"3474005",9,249456.00,66854234,268.00
"23","I","134308",7,"9994000",0,0.00,553916075,0.00
"23","I","134309",1,"3425004",9,691499.88,48909787,70.73
"23","I","134309",7,"9994000",0,0.00,48909787,0.00
"23","I","134311",1,"3413932",9,47200.00,70524990,1494.17
"23","I","134311",7,"9994000",0,0.00,70524990,0.00
"23","I","134312",1,"3414004",27,17091.17,908246401,53141.27
"23","I","134312",2,"3413101",12,24307887.00,1356645516,55.81
"23","I","134312",3,"3417018",27,2981.35,505413167,169524.94
"23","I","134312",7,"9994000",0,0.00,2770305084,0.00
"23","I","134313",1,"3414004",27,136325.80,7279985767,53401.38
"23","I","134313",2,"3413903",7,31661.90,1334993925,42164.05
"23","I","134313",3,"1101002",27,112708.00,1046716374,9286.97
"23","I","134313",7,"9994000",0,0.00,9661696066,0.00
"23","I","134314",2,"3511073",27,47.33,70357842,1486524.34
"23","I","134314",1,"3413999",27,6415.00,635367590,99044.05
"23","I","134314",3,"3994000",27,161.00,19748596,122662.09
"23","I","134314",4,"3927003",9,106012.00,18357845,173.17
"23","I","134314",5,"3511063",27,72.00,12746585,177035.90
"23","I","134314",7,"9994000",0,0.00,756578458,0.00
"23","I","134315",1,"3549099",27,1172.12,283829898,242151.46
"23","I","134315",8,"3423128",9,50580.00,143755932,2842.15
"23","I","134315",2,"3413906",27,2264.00,389963925,172245.55
"23","I","134315",3,"3414037",9,1232665.00,226193850,183.50
"23","I","134315",4,"3423399",9,5400270.00,673783823,124.77
"23","I","134315",5,"3416037",9,836240.00,325354510,389.07
"23","I","134315",6,"9922100",0,0.00,264596911,0.00
"23","I","134315",7,"9994000",0,0.00,2307478849,0.00
"23","I","134316",6,"9922100",0,0.00,3357690,0.00
"23","I","134316",7,"9994000",0,0.00,3357690,0.00
"23","I","134321",1,"3414054",27,105.00,16905482,161004.59
"23","I","134321",2,"3414044",27,51.00,15871882,311213.37
"23","I","134321",3,"3425021",27,32.00,8233056,257283.00
"23","I","134321",4,"3414030",27,50.40,7586854,150532.82
"23","I","134321",6,"9922100",0,0.00,3280600,0.00
"23","I","134321",7,"9994000",0,0.00,51877874,0.00
"23","I","134324",1,"3413916",9,2524862.00,234855015,93.02
"23","I","134324",2,"3411007",27,506.00,36931060,72986.28
"23","I","134324",3,"3414014",9,1528042.00,125167550,81.91
"23","I","134324",6,"9922100",0,0.00,45334540,0.00
"23","I","134324",7,"9994000",0,0.00,442288165,0.00
"23","I","134325",3,"3411075",27,13.37,1182140,88387.65
"23","I","134325",1,"3416002",9,32800.00,21750870,663.14
"23","I","134325",2,"3414051",9,9608.00,17880360,1860.99
"23","I","134325",7,"9994000",0,0.00,40813370,0.00
"23","I","134327",1,"3425004",9,9954758.47,704125325,70.73
"23","I","134327",7,"9994000",0,0.00,704125325,0.00
"23","I","134328",2,"3411007",27,1795.77,168671969,93927.29
"23","I","134328",3,"3417018",27,2087.40,302554407,144943.48
"23","I","134328",4,"3463900",27,137739.15,50131541,363.96
"23","I","134328",10,"3913002",27,7858327.78,2401583553,305.61
"23","I","134328",1,"1639001",27,24312.50,4275339694,175849.45
"23","I","134328",5,"3423128",9,139685.00,146917327,1051.78
"23","I","134328",8,"3526025",9,1429814.00,848856303,593.68
"23","I","134328",9,"3417007",27,3.60,1699743,472150.83
"23","I","134328",11,"3214903",27,80.00,16260153,203251.91
"23","I","134328",6,"9922100",0,0.00,185612770,0.00
"23","I","134328",7,"9994000",0,0.00,8397627460,0.00
"23","I","134329",1,"3543001",9,35271.00,20215335,573.14
"23","I","134329",7,"9994000",0,0.00,20215335,0.00
"23","I","134330",3,"3415099",9,38338.76,38413138,1001.94
"23","I","134330",1,"3549099",27,3371.00,446028925,132313.53
"23","I","134330",2,"3412001",9,933860.00,60826486,65.13
"23","I","134330",6,"9922100",0,0.00,34804375,0.00
"23","I","134330",7,"9994000",0,0.00,580072924,0.00
"23","I","134332",1,"3411058",27,883.64,255401940,289034.07
"23","I","134332",2,"3411099",27,1250.00,398906793,319125.43
"23","I","134332",3,"3413999",27,373.00,193867574,519752.21
"23","I","134332",4,"3415004",27,487.00,74508123,152994.09
"23","I","134332",5,"3415010",27,100.00,57318520,573185.20
"23","I","134332",8,"3417099",9,633020.00,225016245,355.46
"23","I","134332",7,"9994000",0,0.00,1205019195,0.00
"23","I","134337",1,"3414005",27,83310.73,7980390000,95790.66
"23","I","134337",2,"3413199",12,70814570.00,3052970000,43.11
"23","I","134337",3,"3415013",9,2553620.00,133560000,52.30
"23","I","134337",6,"9922100",0,0.00,57270000,0.00
"23","I","134337",7,"9994000",0,0.00,11224190000,0.00
"23","I","134338",1,"3414061",27,137.00,9514737,69450.64
"23","I","134338",2,"3412099",27,458.82,56827475,123855.71
"23","I","134338",3,"3412003",27,171.00,19586778,114542.56
"23","I","134338",6,"9922100",0,0.00,16039467,0.00
"23","I","134338",7,"9994000",0,0.00,101968457,0.00
"23","I","134341",1,"3549099",27,731.30,97760477,133680.40
"23","I","134341",2,"3423128",9,9642.00,30628091,3176.53
"23","I","134341",7,"9994000",0,0.00,128388568,0.00
"23","I","134343",1,"3415029",9,881477.00,188367012,213.69
"23","I","134343",2,"3411018",9,1899000.00,165120422,86.95
"23","I","134343",3,"3472001",27,2.15,415820,193404.65
"23","I","134343",4,"1619099",12,2437486.00,380134342,155.95
"23","I","134343",7,"9994000",0,0.00,734037596,0.00
"23","I","134345",1,"3413925",9,5147560.96,1028997436,199.90
"23","I","134345",3,"3413915",9,439308.00,26835604,61.09
"23","I","134345",7,"9994000",0,0.00,1055833040,0.00
"23","I","134347",2,"3414052",27,180.54,143778650,796394.81
"23","I","134347",1,"3411062",27,550.00,204635500,372064.55
"23","I","134347",3,"3411060",9,576000.00,234048671,406.33
"23","I","134347",4,"3411061",27,144.00,107326040,745319.72
"23","I","134347",6,"9922100",0,0.00,313450130,0.00
"23","I","134347",7,"9994000",0,0.00,1003238991,0.00
"23","I","134348",2,"2413900",12,152046.48,83438547,548.77
"23","I","134348",3,"3414004",27,242.74,13653928,56249.56
"23","I","134348",1,"3413102",12,2000000.00,60191321,30.10
"23","I","134348",4,"3413908",9,260280.00,16386105,62.96
"23","I","134348",7,"9994000",0,0.00,173669901,0.00
"23","I","134350",1,"1619099",12,86805.00,32552111,375.00
"23","I","134350",7,"9994000",0,0.00,32552111,0.00
"23","I","134351",1,"3549099",27,556.07,100449027,180640.98
"23","I","134351",2,"3415012",9,490075.14,86057196,175.60
"23","I","134351",3,"3415044",9,56466.30,11914402,211.00
"23","I","134351",4,"3417019",27,2.07,1504364,726745.89
"23","I","134351",6,"9922100",0,0.00,8971269,0.00
"23","I","134351",7,"9994000",0,0.00,208896258,0.00
"23","I","134353",3,"2159004",27,586.14,64030880,109241.72
"23","I","134353",1,"3936201",27,157.54,73698640,467809.06
"23","I","134353",2,"4152302",27,748.86,1605977893,2144563.59
"23","I","134353",4,"3464900",27,68.00,81531724,1198995.94
"23","I","134353",7,"9994000",0,0.00,1825239137,0.00
"23","I","134355",1,"3411025",9,3047562.18,524637813,172.15
"23","I","134355",2,"0321903",9,7318471.45,2145336473,293.14
"23","I","134355",3,"3440002",9,1248248.75,454674610,364.25
"23","I","134355",7,"9994000",0,0.00,3124648896,0.00
"23","I","134360",1,"3413920",27,903.40,112464300,124490.04
"23","I","134360",2,"3415025",27,228.35,69571500,304670.46
"23","I","134360",3,"3415036",27,151.35,63691000,420819.29
"23","I","134360",4,"3415038",27,247.80,62315900,251476.59
"23","I","134360",5,"3415026",9,153370.00,48583400,316.77
"23","I","134360",8,"3415027",27,102.93,32416400,314936.36
"23","I","134360",9,"3424018",27,172.44,23010900,133442.94
"23","I","134360",6,"9922100",0,0.00,22128130,0.00
"23","I","134360",7,"9994000",0,0.00,434181530,0.00
"23","I","134362",11,"3463299",27,251.11,27665850,110175.71
"23","I","134362",1,"3414007",9,18041.00,4229194,234.42
"23","I","134362",2,"3415034",27,8.84,1906634,215682.58
"23","I","134362",3,"3521000",9,215215.00,37473631,174.12
"23","I","134362",4,"3413999",27,161.21,99679007,618317.77
"23","I","134362",5,"3411059",9,25252.00,32365395,1281.70
"23","I","134362",8,"3525094",9,121709.00,56060575,460.61
"23","I","134362",9,"3523000",9,21200.00,125565045,5922.88
"23","I","134362",10,"3415029",9,131635.00,49703186,377.58
"23","I","134362",12,"3415007",9,12000.00,13132661,1094.39
"23","I","134362",6,"9922100",0,0.00,35236432,0.00
"23","I","134362",7,"9994000",0,0.00,483017610,0.00
"23","I","134364",1,"3511021",9,20079.00,3793870,188.95
"23","I","134364",7,"9994000",0,0.00,3793870,0.00
"23","I","134366",1,"3413199",12,8343412.00,427670135,51.26
"23","I","134366",2,"3414032",27,212.00,21387489,100884.38
"23","I","134366",6,"9922100",0,0.00,13988089,0.00
"23","I","134366",7,"9994000",0,0.00,463045713,0.00
"23","I","134367",1,"3411070",27,9362.00,1381609016,147576.27
"23","I","134367",2,"3411069",27,2479.00,398286828,160664.31
"23","I","134367",3,"3342005",27,53.00,7625558,143878.45
"23","I","134367",6,"9922100",0,0.00,2303104,0.00
"23","I","134367",7,"9994000",0,0.00,1789824506,0.00
"23","I","134368",1,"3422014",9,4874346.00,2044664963,419.47
"23","I","134368",2,"3414005",27,8724.50,436280781,50006.39
"23","I","134368",3,"3414050",27,1217.30,155824744,128008.50
"23","I","134368",4,"3415022",9,345370.00,132698483,384.22
"23","I","134368",5,"3414062",27,514.70,60562021,117664.70
"23","I","134368",8,"3411046",27,660.40,55451569,83966.64
"23","I","134368",9,"3411067",9,39780.00,16589843,417.04
"23","I","134368",10,"3415024",27,15.20,1771502,116546.18
"23","I","134368",6,"9922100",0,0.00,246301521,0.00
"23","I","134368",7,"9994000",0,0.00,3150145427,0.00
"23","I","134369",1,"3479001",27,11953.00,1670124790,139724.32
"23","I","134369",2,"3633001",27,71.00,10436947,146999.25
"23","I","134369",6,"9922100",0,0.00,16942057,0.00
"23","I","134369",7,"9994000",0,0.00,1697503794,0.00
"23","I","134376",1,"3425010",9,88224.61,111800869,1267.23
"23","I","134376",2,"3412001",9,4958758.73,1036048218,208.93
"23","I","134376",3,"3457001",9,2482578.00,171014191,68.89
"23","I","134376",4,"2153500",27,20679.65,2424316334,117231.98
"23","I","134376",6,"9922100",0,0.00,16672947,0.00
"23","I","134376",7,"9994000",0,0.00,3759852559,0.00
"23","I","134377",1,"3415008",9,9035.00,2819040,312.01
"23","I","134377",7,"9994000",0,0.00,2819040,0.00
"23","I","134378",1,"3549099",27,976.10,365673065,374626.64
