yr,blk,ai01,i_i1,i_i3,i_i4,i_i5,i_i6,i_i7
"23","I","109576",6,"9922100",0,0.00,458439,0.00
"23","I","109576",7,"9994000",0,0.00,12463150,0.00
"23","I","109581",3,"3632001",14,1100850.16,586929273,533.16
"23","I","109581",5,"3693099",9,5102761.12,1087551478,213.13
"23","I","109581",1,"4151606",27,5798.00,719668444,124123.57
"23","I","109581",2,"3694016",22,12799.00,962466960,75198.61
"23","I","109581",4,"3699007",15,35592825.00,2996537164,84.19
"23","I","109581",6,"9922100",0,0.00,650417280,0.00
"23","I","109581",7,"9994000",0,0.00,7003570599,0.00
"23","I","109586",1,"4295002",9,103960.00,9842000,94.67
"23","I","109586",7,"9994000",0,0.00,9842000,0.00
"23","I","109603",1,"4124401",27,421.73,38243556,90681.97
"23","I","109603",2,"3633009",9,22062.00,8329971,377.57
"23","I","109603",6,"9922100",0,0.00,3575171,0.00
"23","I","109603",7,"9994000",0,0.00,50148698,0.00
"23","I","109609",1,"4621299",15,4478.72,1656500,369.86
"23","I","109609",3,"3699007",15,8818.76,320650,36.36
"23","I","109609",2,"4153499",27,6.15,1395850,226967.48
"23","I","109609",7,"9994000",0,0.00,3373000,0.00
"23","I","109620",1,"3719699",15,2552570.87,386459230,151.40
"23","I","109620",6,"9922100",0,0.00,7430470,0.00
"23","I","109620",7,"9994000",0,0.00,393889700,0.00
"23","I","109622",1,"4492201",15,2158.00,194572589,90163.39
"23","I","109622",3,"4518000",15,12425.37,19857598,1598.15
"23","I","109622",4,"4731500",15,2529.91,13421140,5304.99
"23","I","109622",5,"4527100",15,8.00,3080402,385050.25
"23","I","109622",2,"4492299",15,2785.00,41765894,14996.73
"23","I","109622",6,"9922100",0,0.00,120112,0.00
"23","I","109622",7,"9994000",0,0.00,272817735,0.00
"23","I","109623",1,"4518000",15,107486.49,171779534,1598.15
"23","I","109623",7,"9994000",0,0.00,171779534,0.00
"23","I","109625",2,"4713002",15,6225901.88,686530200,110.27
"23","I","109625",1,"4716000",22,11161.00,465585880,41715.43
"23","I","109625",7,"9994000",0,0.00,1152116080,0.00
"23","I","109628",1,"3214102",27,514.93,10554040,20496.07
"23","I","109628",7,"9994000",0,0.00,10554040,0.00
"23","I","109630",1,"4824399",15,428223.71,45884170,107.15
"23","I","109630",7,"9994000",0,0.00,45884170,0.00
"23","I","109631",9,"4293199",9,64004.92,59900926,935.88
"23","I","109631",10,"4423105",15,66.18,1682651,25426.64
"23","I","109631",13,"4621300",15,253.12,973179,3844.72
"23","I","109631",34,"4832100",15,1235.46,149441,120.96
"23","I","109631",18,"4721200",15,3.00,6653,2217.67
"23","I","109631",19,"4721300",15,64.00,435300,6801.56
"23","I","109631",20,"4721400",15,16153.03,17605508,1089.92
"23","I","109631",21,"4721500",15,76.29,2901577,38034.00
"23","I","109631",27,"4824100",15,0.21,40037,194578.14
"23","I","109631",28,"4825200",15,73.96,287288,3884.12
"23","I","109631",29,"4825300",15,1982.89,10484134,5287.29
"23","I","109631",32,"4828100",15,454.69,624316,1373.05
"23","I","109631",1,"4721199",15,24.54,171412,6984.59
"23","I","109631",2,"4721101",15,12703.00,406496,32.00
"23","I","109631",4,"4221001",27,9.00,1447647,160849.67
"23","I","109631",8,"4528900",15,2015.00,5350425,2655.30
"23","I","109631",11,"4641002",27,4.00,55414,13853.50
"23","I","109631",12,"4612102",15,11.00,440606,40055.09
"23","I","109631",14,"4621400",15,4635.00,10333944,2229.55
"23","I","109631",33,"4828400",15,687.00,2272084,3307.25
"23","I","109631",15,"4632002",15,524.00,1458583,2783.56
"23","I","109631",16,"4632004",15,25273.00,5938570,234.98
"23","I","109631",17,"4654101",15,7948.00,1213119,152.63
"23","I","109631",22,"4731102",15,757.00,16239836,21452.89
"23","I","109631",23,"4731401",15,60.00,146044,2434.07
"23","I","109631",24,"4740300",15,303.00,3013039,9944.02
"23","I","109631",25,"4782900",15,88.00,283171,3217.85
"23","I","109631",26,"4812202",15,379.00,508828,1342.55
"23","I","109631",30,"4826302",15,169.00,6123516,36233.82
"23","I","109631",31,"4826999",15,969.00,4592921,4739.86
"23","I","109631",3,"4825100",15,1224.00,3512187,2869.43
"23","I","109631",5,"4294401",9,320.00,133061,415.82
"23","I","109631",6,"9922100",0,0.00,1670693,0.00
"23","I","109631",7,"9994000",0,0.00,160402606,0.00
"23","I","109632",1,"3542000",27,1.43,628812,438479.97
"23","I","109632",7,"9994000",0,0.00,628812,0.00
"23","I","109633",1,"4824303",15,5074.63,83831220,16519.68
"23","I","109633",2,"4695099",15,33444.73,11975888,358.08
"23","I","109633",3,"3543004",12,51354.59,23951779,466.40
"23","I","109633",6,"9922100",0,0.00,4910384,0.00
"23","I","109633",7,"9994000",0,0.00,124669271,0.00
"23","I","109634",1,"4828400",15,1238.11,2051383,1656.87
"23","I","109634",2,"4152203",27,0.03,68391,2279700.00
"23","I","109634",3,"4654101",15,4180.00,1084291,259.40
"23","I","109634",7,"9994000",0,0.00,3204065,0.00
"23","I","109635",10,"4491800",15,13737.62,7779891,566.32
"23","I","109635",13,"4612200",15,11961.43,8062124,674.01
"23","I","109635",16,"3471008",27,461.06,50784681,110147.65
"23","I","109635",17,"4713099",15,539325.06,145380463,269.56
"23","I","109635",18,"4621299",15,848620.08,313870621,369.86
"23","I","109635",19,"4712000",15,8695729.01,28174162,3.24
"23","I","109635",21,"4622000",15,73413.96,22624714,308.18
"23","I","109635",22,"4715002",15,667780.51,23372318,35.00
"23","I","109635",24,"3899406",22,33421.58,813108960,24328.86
"23","I","109635",2,"4722300",15,2901.04,158601458,54670.55
"23","I","109635",3,"4715099",15,2186372.12,23372318,10.69
"23","I","109635",8,"4714002",15,648282.00,5415551,8.35
"23","I","109635",9,"4715001",15,15780727.00,27971387,1.77
"23","I","109635",11,"4621201",15,70036.00,1349693,19.27
"23","I","109635",12,"4654101",15,2851552.00,56012965,19.64
"23","I","109635",14,"4716000",22,10597.08,374031548,35295.72
"23","I","109635",15,"4693100",15,31557.00,377716,11.97
"23","I","109635",20,"4294422",9,26205.00,13523789,516.08
"23","I","109635",23,"4631099",15,396336.00,14677306,37.03
"23","I","109635",1,"4711001",15,67409238.00,75956846,1.13
"23","I","109635",4,"4621500",15,2851552.00,56012965,19.64
"23","I","109635",5,"3633006",15,100452.00,513058,5.11
"23","I","109635",7,"9994000",0,0.00,2220974534,0.00
"23","I","109637",10,"4654101",15,44502.26,2522388,56.68
"23","I","109637",11,"4128104",27,8.05,1125663,139872.51
"23","I","109637",12,"4622000",15,3629.43,1118518,308.18
"23","I","109637",2,"4825100",15,4548.36,8920331,1961.22
"23","I","109637",5,"4825200",15,2250.35,8740628,3884.12
"23","I","109637",8,"4112210",27,20.48,9856221,481260.79
"23","I","109637",9,"3729299",22,711.58,27792108,39056.90
"23","I","109637",1,"1424099",9,15.19,105101702,6919137.72
"23","I","109637",3,"4124202",27,78.91,10256991,129983.41
"23","I","109637",4,"4632099",15,37693.00,7175421,190.36
"23","I","109637",7,"9994000",0,0.00,182609971,0.00
"23","I","109640",3,"4412199",15,2890.06,573503,198.44
"23","I","109640",1,"4324015",15,122.00,1101289,9026.96
"23","I","109640",2,"4325299",15,8824.00,970714,110.01
"23","I","109640",7,"9994000",0,0.00,2645506,0.00
"23","I","109643",1,"4825100",15,3302.86,6477639,1961.22
"23","I","109643",2,"4825300",15,3922.43,20739047,5287.29
"23","I","109643",3,"4714099",15,323456.99,53884700,166.59
"23","I","109643",4,"4423299",15,5578.34,12908059,2313.96
"23","I","109643",5,"4832100",15,17451.00,15750335,902.55
"23","I","109643",6,"9922100",0,0.00,4236134,0.00
"23","I","109643",7,"9994000",0,0.00,113995914,0.00
"23","I","109644",1,"4828400",15,1019.41,1689037,1656.87
"23","I","109644",7,"9994000",0,0.00,1689037,0.00
"23","I","109647",2,"3529003",9,142.72,954128,6685.33
"23","I","109647",3,"3529099",9,1015.98,2294826,2258.73
"23","I","109647",1,"4713002",15,25043.00,959597,38.32
"23","I","109647",7,"9994000",0,0.00,4208551,0.00
"23","I","109648",1,"4826999",15,5120.58,25718380,5022.55
"23","I","109648",7,"9994000",0,0.00,25718380,0.00
"23","I","109650",1,"4826499",15,149018.85,13156874,88.29
"23","I","109650",7,"9994000",0,0.00,13156874,0.00
"23","I","109653",4,"4126306",27,12.21,6133886,502281.56
"23","I","109653",1,"4831302",15,112344.00,102387318,911.37
"23","I","109653",2,"4831103",15,266274.00,18053049,67.80
"23","I","109653",3,"4835200",15,1763851.00,74128931,42.03
"23","I","109653",6,"9922100",0,0.00,10712691,0.00
"23","I","109653",7,"9994000",0,0.00,211415875,0.00
"23","I","109662",2,"4152102",27,5.18,14415380,2785008.82
"23","I","109662",4,"4141399",27,0.11,78740,733698.80
"23","I","109662",1,"4131003",27,14.22,808155889,56832341.00
"23","I","109662",3,"4160117",9,9902.20,49689856,5018.06
"23","I","109662",6,"9922100",0,0.00,44842992,0.00
"23","I","109662",7,"9994000",0,0.00,917182857,0.00
"23","I","109670",1,"1201000",27,141.89,8105088,57123.00
"23","I","109670",2,"3627045",15,233643.31,22266207,95.30
"23","I","109670",3,"3213699",27,40.29,20358093,505288.98
"23","I","109670",6,"9922100",0,0.00,6783920,0.00
"23","I","109670",7,"9994000",0,0.00,57513308,0.00
"23","I","109673",1,"4653906",22,5840.43,49659225,8502.66
"23","I","109673",4,"4711099",15,28547.11,256924,9.00
"23","I","109673",2,"4824399",15,32569.00,1958669,60.14
"23","I","109673",3,"4632099",15,1988.00,256994,129.27
"23","I","109673",6,"9922100",0,0.00,814655,0.00
"23","I","109673",7,"9994000",0,0.00,52946467,0.00
"23","I","109675",1,"4621400",15,21541.94,62089896,2882.28
"23","I","109675",7,"9994000",0,0.00,62089896,0.00
"23","I","109678",1,"3633015",14,16084.77,67078002,4170.28
"23","I","109678",2,"4694001",15,93980.00,92631528,985.65
"23","I","109678",7,"9994000",0,0.00,159709530,0.00
"23","I","109680",1,"4153401",27,92.65,18401630,198614.46
"23","I","109680",6,"9922100",0,0.00,18401630,0.00
"23","I","109680",7,"9994000",0,0.00,36803260,0.00
"23","I","109689",1,"4622000",15,70933.13,21860173,308.18
"23","I","109689",7,"9994000",0,0.00,21860173,0.00
"23","I","109697",1,"4121101",27,1607.50,170680000,106177.29
"23","I","109697",7,"9994000",0,0.00,170680000,0.00
"23","I","109699",2,"4153299",27,536.19,154785225,288677.70
"23","I","109699",1,"3338006",12,2461406.83,217834505,88.50
"23","I","109699",3,"4153301",27,1504.01,275620125,183256.84
"23","I","109699",4,"4843001",15,2595.98,34324145,13222.04
"23","I","109699",7,"9994000",0,0.00,682564000,0.00
"23","I","109702",1,"4122401",27,991.06,42264789,42646.04
"23","I","109702",6,"9922100",0,0.00,23262000,0.00
"23","I","109702",7,"9994000",0,0.00,65526789,0.00
"23","I","109704",1,"4151399",27,0.87,505596,581144.83
"23","I","109704",7,"9994000",0,0.00,505596,0.00
"23","I","109709",1,"2661002",14,179952.00,22494000,125.00
"23","I","109709",7,"9994000",0,0.00,22494000,0.00
"23","I","109724",3,"4295099",9,32040.09,12560034,392.01
"23","I","109724",4,"4153404",27,4.18,1007218,240821.37
"23","I","109724",1,"4643099",15,676778.00,113903354,168.30
"23","I","109724",2,"4643007",15,3132954.00,21272759,6.79
"23","I","109724",6,"9922100",0,0.00,15663428,0.00
"23","I","109724",7,"9994000",0,0.00,164406793,0.00
"23","I","109725",1,"4643099",15,60274.81,6317403,104.81
"23","I","109725",7,"9994000",0,0.00,6317403,0.00
"23","I","109730",4,"3692003",14,488254.31,43288627,88.66
"23","I","109730",1,"3474099",9,91670.00,58191544,634.79
"23","I","109730",2,"4831199",15,13218.00,21745947,1645.18
"23","I","109730",3,"3473099",9,5362100.00,410206542,76.50
"23","I","109730",5,"2643006",9,1893.00,4214635,2226.43
"23","I","109730",6,"9922100",0,0.00,50608418,0.00
"23","I","109730",7,"9994000",0,0.00,588255713,0.00
"23","I","109732",1,"4141304",27,10317.00,7772894965,753406.51
"23","I","109732",2,"3471006",27,4464.00,504454764,113005.10
"23","I","109732",3,"4160399",9,209740.00,192551226,918.05
"23","I","109732",4,"3474099",9,7924912.00,907194049,114.47
"23","I","109732",5,"3627047",27,2592.00,481834310,185892.87
"23","I","109732",6,"9922100",0,0.00,316549117,0.00
"23","I","109732",7,"9994000",0,0.00,10175478431,0.00
"23","I","109734",1,"3921602",27,3.96,920000,232194.31
"23","I","109734",7,"9994000",0,0.00,920000,0.00
"23","I","109735",8,"1513003",27,128.17,57012924,444822.69
"23","I","109735",1,"3627047",27,6597.55,1203187231,182368.79
"23","I","109735",2,"4151299",27,252.96,164015419,648384.80
"23","I","109735",3,"4153204",27,288.36,77682890,269395.51
"23","I","109735",4,"3480008",27,190.49,63460733,333144.70
"23","I","109735",5,"3622005",9,223726.00,63709316,284.76
"23","I","109735",6,"9922100",0,0.00,43306862,0.00
"23","I","109735",7,"9994000",0,0.00,1672375375,0.00
"23","I","109736",1,"3473099",9,491406.00,42261000,86.00
"23","I","109736",7,"9994000",0,0.00,42261000,0.00
"23","I","109741",1,"3471008",27,7836.00,788354189,100606.71
"23","I","109741",6,"9922100",0,0.00,48768415,0.00
"23","I","109741",7,"9994000",0,0.00,837122604,0.00
"23","I","109744",1,"4621500",15,34852.92,2056322,59.00
"23","I","109744",7,"9994000",0,0.00,2056322,0.00
"23","I","109748",2,"4151204",27,26.42,16586000,627724.07
"23","I","109748",1,"4151401",27,71.64,25494000,355862.65
"23","I","109748",6,"9922100",0,0.00,2665000,0.00
"23","I","109748",7,"9994000",0,0.00,44745000,0.00
"23","I","109750",1,"4151299",27,1078.96,760843287,705163.57
"23","I","109750",2,"3471005",27,1413.32,167137057,118258.47
"23","I","109750",3,"3471007",27,530.36,57068214,107602.79
"23","I","109750",4,"3473099",9,614000.00,53651222,87.38
"23","I","109750",5,"4831199",15,137371.00,41088621,299.11
"23","I","109750",6,"9922100",0,0.00,68026953,0.00
"23","I","109750",7,"9994000",0,0.00,1147815354,0.00
"23","I","109756",3,"3627006",27,2666.89,320640995,120230.12
"23","I","109756",1,"4151399",27,176.20,131152250,744337.40
"23","I","109756",2,"3212928",20,73433.00,3945563,53.73
"23","I","109756",7,"9994000",0,0.00,455738808,0.00
"23","I","109757",4,"4128104",27,7.07,988983,139872.51
"23","I","109757",1,"4694005",15,72376.00,20684677,285.79
"23","I","109757",2,"3729299",22,1105.00,5437904,4921.18
"23","I","109757",3,"3422010",27,15.61,5610672,359428.06
"23","I","109757",5,"4632005",15,1130.00,766179,678.03
"23","I","109757",6,"9922100",0,0.00,9835880,0.00
"23","I","109757",7,"9994000",0,0.00,43324295,0.00
"23","I","109762",1,"3936102",27,51.87,24937000,480759.59
"23","I","109762",7,"9994000",0,0.00,24937000,0.00
"23","I","109763",1,"4654101",15,6228421.47,353026929,56.68
"23","I","109763",2,"4643007",15,25212843.86,304066897,12.06
"23","I","109763",3,"3692003",14,741248.79,65719118,88.66
"23","I","109763",4,"3639011",9,605957.01,166207948,274.29
"23","I","109763",6,"9922100",0,0.00,344658600,0.00
"23","I","109763",7,"9994000",0,0.00,1233679492,0.00
"23","I","109764",1,"3936102",27,142.66,60314000,422781.44
"23","I","109764",7,"9994000",0,0.00,60314000,0.00
"23","I","109768",2,"3473001",9,3541.28,2925412,826.09
"23","I","109768",1,"3473001",9,22868.00,17122734,748.76
"23","I","109768",6,"9922100",0,0.00,1912226,0.00
"23","I","109768",7,"9994000",0,0.00,21960372,0.00
"23","I","109770",2,"4632007",15,225743.45,4930237,21.84
"23","I","109770",1,"3729299",22,2846.54,39856142,14001.61
"23","I","109770",7,"9994000",0,0.00,44786379,0.00
"23","I","109773",1,"4332008",15,893841.52,31713497,35.48
"23","I","109773",3,"3627033",15,2911.43,198909,68.32
"23","I","109773",2,"4643007",15,13069633.00,23525340,1.80
"23","I","109773",4,"3699099",9,84387.00,15611610,185.00
"23","I","109773",5,"3692003",14,747787.00,63561895,85.00
"23","I","109773",6,"9922100",0,0.00,3475210,0.00
"23","I","109773",7,"9994000",0,0.00,138086461,0.00
"23","I","109791",3,"4612199",15,10276.59,4436919,431.75
"23","I","109791",4,"4653101",15,36148.92,4436919,122.74
"23","I","109791",1,"4711099",15,2218460.00,13310757,6.00
"23","I","109791",2,"4715001",15,2957946.00,8873838,3.00
"23","I","109791",5,"4716000",22,985.98,8873838,9000.02
"23","I","109791",6,"9922100",0,0.00,7461703,0.00
"23","I","109791",7,"9994000",0,0.00,47393974,0.00
"23","I","109794",6,"9922100",0,0.00,4076020,0.00
"23","I","109794",7,"9994000",0,0.00,4076020,0.00
"23","I","109795",1,"4641099",27,190.52,5490677,28819.67
"23","I","109795",3,"4713099",15,2017.73,543900,269.56
"23","I","109795",5,"4716000",22,86.46,2004954,23189.12
"23","I","109795",2,"4713001",15,89483.00,2118902,23.68
"23","I","109795",4,"4715099",15,193300.00,1279583,6.62
"23","I","109795",6,"9922100",0,0.00,1074859,0.00
"23","I","109795",7,"9994000",0,0.00,12512875,0.00
"23","I","109796",1,"4693999",15,3127.61,3454975,1104.67
"23","I","109796",7,"9994000",0,0.00,3454975,0.00
"23","I","109797",1,"4293205",15,234747.56,4906224,20.90
"23","I","109797",6,"9922100",0,0.00,856250,0.00
"23","I","109797",7,"9994000",0,0.00,5762474,0.00
"23","I","109799",1,"3699007",15,3339.00,508464,152.28
"23","I","109799",7,"9994000",0,0.00,508464,0.00
"23","I","109818",1,"4643099",15,4030913.08,422480000,104.81
"23","I","109818",7,"9994000",0,0.00,422480000,0.00
"23","I","109822",1,"3416027",27,169.56,24890712,146795.90
"23","I","109822",7,"9994000",0,0.00,24890712,0.00
"23","I","109826",5,"4294499",9,65710.77,13474650,205.06
"23","I","109826",1,"3699007",15,25103014.00,505072646,20.12
"23","I","109826",2,"3699001",9,1234382.00,75544208,61.20
"23","I","109826",3,"4653906",22,1209.00,31448187,26011.73
"23","I","109826",4,"4713002",15,264240.00,22988940,87.00
"23","I","109826",6,"9922100",0,0.00,67969597,0.00
"23","I","109826",7,"9994000",0,0.00,716498228,0.00
"23","I","109829",1,"1540015",27,122.68,14714258,119940.15
"23","I","109829",2,"4111599",27,88.37,27351695,309513.35
"23","I","109829",3,"3338099",12,22000.00,8985807,408.45
"23","I","109829",4,"4491600",15,89.00,17626188,198047.06
"23","I","109829",5,"1540004",1,1342.00,2767291,2062.06
"23","I","109829",6,"9922100",0,0.00,5123675,0.00
"23","I","109829",7,"9994000",0,0.00,76568914,0.00
"23","I","109830",1,"4126702",27,853.95,109842521,128628.80
"23","I","109830",5,"3511011",27,16.16,61855726,3828220.04
"23","I","109830",2,"4128400",27,233.00,88054093,377914.56
"23","I","109830",3,"4124401",27,42.00,22715213,540838.40
"23","I","109830",4,"4464002",15,789780.00,63253473,80.09
"23","I","109830",6,"9922100",0,0.00,19226347,0.00
"23","I","109830",7,"9994000",0,0.00,364947373,0.00
"23","I","109839",1,"4151499",27,330.13,278859899,844697.24
"23","I","109839",2,"4153499",27,251.31,84563554,336491.00
"23","I","109839",7,"9994000",0,0.00,363423453,0.00
"23","I","109843",1,"3649001",22,140620.01,75344200,535.80
"23","I","109843",2,"3627033",15,120985.39,8265722,68.32
"23","I","109843",3,"4293206",15,9061443.00,18122886,2.00
"23","I","109843",6,"9922100",0,0.00,9102336,0.00
"23","I","109843",7,"9994000",0,0.00,110835144,0.00
"23","I","109844",1,"4294601",27,1058.45,596586720,563641.85
"23","I","109844",2,"4128103",27,4619.76,335580030,72640.14
"23","I","109844",3,"3931000",27,20206.65,2796500250,138395.05
"23","I","109844",7,"9994000",0,0.00,3728667000,0.00
"23","I","109846",1,"4126702",27,29.00,2847000,98172.41
"23","I","109846",6,"9922100",0,0.00,770000,0.00
"23","I","109846",7,"9994000",0,0.00,3617000,0.00
"23","I","109850",1,"4421699",15,136490.00,27026000,198.01
"23","I","109850",7,"9994000",0,0.00,27026000,0.00
"23","I","109854",6,"9922100",0,0.00,8813000,0.00
"23","I","109854",7,"9994000",0,0.00,8813000,0.00
"23","I","109864",1,"4464002",15,4800551.00,129335791,26.94
"23","I","109864",2,"4332016",15,62898418.00,117601593,1.87
"23","I","109864",6,"9922100",0,0.00,3063616,0.00
"23","I","109864",7,"9994000",0,0.00,250001000,0.00
"23","I","109869",1,"4529099",15,1.00,26060,26060.00
"23","I","109869",7,"9994000",0,0.00,26060,0.00
"23","I","109876",2,"4299211",9,349.55,178360,510.26
"23","I","109876",1,"4122201",27,8.13,4109682,505495.94
"23","I","109876",7,"9994000",0,0.00,4288042,0.00
"23","I","109878",1,"4123299",27,81.93,31138560,380062.98
"23","I","109878",7,"9994000",0,0.00,31138560,0.00
"23","I","109879",2,"3722200",22,1569.15,6110043,3893.86
"23","I","109879",3,"4128104",27,87.75,12273380,139872.51
"23","I","109879",4,"4635099",27,5.58,5848961,1048200.90
"23","I","109879",1,"4423299",15,1176.00,22267816,18935.22
"23","I","109879",5,"3422010",27,93.22,3980989,42705.31
"23","I","109879",6,"9922100",0,0.00,6122414,0.00
"23","I","109879",7,"9994000",0,0.00,56603603,0.00
"23","I","109889",1,"4151603",27,3987.73,3289089904,824802.56
"23","I","109889",2,"4153501",27,5414.17,1890324410,349143.90
"23","I","109889",3,"4323009",15,2628432.00,5304175776,2018.00
"23","I","109889",7,"9994000",0,0.00,10483590090,0.00
"23","I","109891",1,"4122401",27,436.00,47741267,109498.32
"23","I","109891",7,"9994000",0,0.00,47741267,0.00
"23","I","109895",1,"4323003",15,13829.12,43090971,3115.96
"23","I","109895",2,"4394100",15,40574.04,30200880,744.34
"23","I","109895",7,"9994000",0,0.00,73291851,0.00
"23","I","109899",1,"4151403",27,60.00,44858326,747638.77
"23","I","109899",7,"9994000",0,0.00,44858326,0.00
"23","I","109904",1,"4151603",27,7.05,5458564,774264.40
"23","I","109904",7,"9994000",0,0.00,5458564,0.00
"23","I","109906",1,"4153599",27,148.90,50631847,340039.27
"23","I","109906",2,"4611201",15,15901.00,55555562,3493.84
"23","I","109906",7,"9994000",0,0.00,106187409,0.00
"23","I","109909",1,"4325102",15,320.33,18452255,57603.89
"23","I","109909",7,"9994000",0,0.00,18452255,0.00
"23","I","109916",1,"4826999",15,1347.84,6769591,5022.55
"23","I","109916",7,"9994000",0,0.00,6769591,0.00
"23","I","109926",1,"3627045",15,47964.08,4570977,95.30
"23","I","109926",7,"9994000",0,0.00,4570977,0.00
"23","I","109927",1,"3627025",15,8476.16,2199734,259.52
"23","I","109927",2,"4325106",15,11.30,258286,22855.97
"23","I","109927",4,"4912946",15,251.16,463422,1845.12
"23","I","109927",3,"4824304",15,15.00,289821,19321.40
"23","I","109927",7,"9994000",0,0.00,3211263,0.00
"23","I","109928",2,"4315200",15,73.78,151199325,2049272.97
"23","I","109928",5,"4331099",15,94662.48,87257038,921.77
"23","I","109928",8,"4611299",15,2960.82,55012870,18580.29
"23","I","109928",1,"0195000",27,544.00,154213065,283479.90
"23","I","109928",3,"4312203",15,137.00,144267503,1053047.47
"23","I","109928",4,"4421617",15,3.00,20740084,6913361.33
"23","I","109928",9,"4129100",27,1335.00,54541451,40855.02
"23","I","109928",6,"9922100",0,0.00,41357664,0.00
"23","I","109928",7,"9994000",0,0.00,708589000,0.00
"23","I","109930",1,"3623001",15,99387.33,310416446,3123.30
"23","I","109930",3,"4421716",15,30031.96,207449040,6907.61
"23","I","109930",4,"4311000",15,178.47,157479563,882391.87
"23","I","109930",5,"4611203",15,222734.22,110538539,496.28
"23","I","109930",8,"4219099",27,90392.42,12910295773,142824.99
"23","I","109930",2,"4641001",27,25385.33,237733572,9365.00
"23","I","109930",6,"9922100",0,0.00,1208352811,0.00
"23","I","109930",7,"9994000",0,0.00,15142265744,0.00
"23","I","109941",1,"1639002",27,430.30,14742550,34261.10
"23","I","109941",7,"9994000",0,0.00,14742550,0.00
"23","I","109945",1,"4492900",15,191.84,5003088,26080.00
"23","I","109945",7,"9994000",0,0.00,5003088,0.00
"23","I","109947",2,"3545004",9,23749.14,26443239,1113.44
"23","I","109947",3,"4126305",27,60.22,7514337,124789.96
"23","I","109947",1,"4394900",15,28091.00,70706495,2517.05
"23","I","109947",7,"9994000",0,0.00,104664071,0.00
"23","I","109953",8,"4912199",15,6244205.33,20233473168,3240.36
"23","I","109953",3,"3623001",15,116353.07,363405549,3123.30
"23","I","109953",5,"4912999",15,116353.00,190552813,1637.71
"23","I","109953",1,"4325407",15,116353.00,489254674,4204.92
"23","I","109953",2,"4299211",9,116353.00,253416834,2178.00
"23","I","109953",4,"4792000",15,116353.00,991792972,8524.00
"23","I","109953",7,"9994000",0,0.00,22521896010,0.00
"23","I","109957",1,"4122401",27,7206.00,583705685,81002.73
"23","I","109957",7,"9994000",0,0.00,583705685,0.00
"23","I","109961",1,"4912999",15,18.00,14838,824.33
"23","I","109961",7,"9994000",0,0.00,14838,0.00
"23","I","109970",2,"4325101",15,71668.88,398101985,5554.74
"23","I","109970",3,"3215303",15,16103737.53,354443263,22.01
"23","I","109970",4,"4128103",27,4591.60,511858593,111477.12
"23","I","109970",5,"4295003",9,149670.70,21619933,144.45
"23","I","109970",1,"4121101",27,6733.52,2104894079,312599.37
"23","I","109970",6,"9922100",0,0.00,2147,0.00
"23","I","109970",7,"9994000",0,0.00,3390920000,0.00
"23","I","109971",2,"4111505",27,0.35,792331,2273961.17
"23","I","109971",1,"4111799",27,816.16,582726262,713985.32
"23","I","109971",6,"9922100",0,0.00,7471822,0.00
"23","I","109971",7,"9994000",0,0.00,590990415,0.00
"23","I","109975",2,"4325303",15,36957.28,68261949,1847.05
"23","I","109975",3,"4325102",15,6664.42,54482706,8175.16
"23","I","109975",5,"3841001",15,93048.01,26773635,287.74
"23","I","109975",1,"4425104",15,70436.00,88614132,1258.08
"23","I","109975",4,"4332099",15,44234.00,43109290,974.57
"23","I","109975",6,"9922100",0,0.00,307339593,0.00
"23","I","109975",7,"9994000",0,0.00,588581305,0.00
"23","I","109980",1,"3511069",12,529.89,156211,294.80
"23","I","109980",2,"4315106",9,96964.55,101642121,1048.24
"23","I","109980",3,"4912923",15,14.55,955879,65685.64
"23","I","109980",6,"9922100",0,0.00,5536118,0.00
"23","I","109980",7,"9994000",0,0.00,108290329,0.00
"23","I","109982",1,"2824199",15,268718.43,216280718,804.86
"23","I","109982",2,"3899504",9,940679.30,360628225,383.37
"23","I","109982",6,"9922100",0,0.00,37935721,0.00
"23","I","109982",7,"9994000",0,0.00,614844664,0.00
"23","I","109983",1,"4994100",15,101785243.00,2469310000,24.26
"23","I","109983",7,"9994000",0,0.00,2469310000,0.00
"23","I","109985",1,"3626020",14,1920112.00,49480000,25.77
"23","I","109985",2,"4391101",15,462671.00,59810000,129.27
"23","I","109985",3,"4941099",15,101682.00,70420000,692.55
"23","I","109985",4,"3892400",22,73278.00,703835431,9605.00
"23","I","109985",6,"9922100",0,0.00,834569,0.00
"23","I","109985",7,"9994000",0,0.00,884380000,0.00
"23","I","109986",1,"3626020",14,8784896.00,195030386,22.20
"23","I","109986",2,"3622005",9,66490.75,33844142,509.01
"23","I","109986",6,"9922100",0,0.00,9873217,0.00
"23","I","109986",7,"9994000",0,0.00,238747745,0.00
"23","I","109990",1,"3471002",9,141182.00,59914509,424.38
"23","I","109990",6,"9922100",0,0.00,141205,0.00
"23","I","109990",7,"9994000",0,0.00,60055714,0.00
"23","I","109991",3,"3549001",9,55479.79,17850068,321.74
"23","I","109991",1,"3212910",27,65116.00,1040866211,15984.80
"23","I","109991",2,"4421707",15,221166.00,187063795,845.81
"23","I","109991",6,"9922100",0,0.00,75888282,0.00
"23","I","109991",7,"9994000",0,0.00,1321668356,0.00
"23","I","109992",4,"3473099",9,519555.52,70701115,136.08
"23","I","109992",5,"4912999",15,5255.33,3045044,579.42
